#,id,roleURI,usedOn,definition,Defined Schema Systemid,comment
1,dart_2024-06-30_role-D210000,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-D210000,link:calculationLink link:definitionLink link:presentationLink ,"[D210000] 재무상태표, 유동/비유동법 - 연결 | Statement of financial position, current/non-current - Consolidated financial statements",dart_all_2024-06-30.xsd,
1465,dart_2024-06-30_role-DI809000a,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI809000a,link:definitionLink ,"[DI809000a] 주석 - 기타포괄손익-공정가치측정금융자산(IFRS9), 보험 - 연결 | Notes - Financial assets at fair value through other comprehensive income(IFRS9), Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1466,dart_2024-06-30_role-DI809000b,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI809000b,link:definitionLink ,"[DI809000b] 주석 - 기타포괄손익-공정가치측정금융자산(IFRS9), 보험 - 연결 | Notes - Financial assets at fair value through other comprehensive income(IFRS9), Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1467,dart_2024-06-30_role-DI810000,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI810000,link:presentationLink link:definitionLink ,"[DI810000] 주석 - 상각후원가측정금융자산(IFRS9), 보험 - 연결 | Notes - Financial assets at amortised cost(IFRS9), Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1468,dart_2024-06-30_role-DI810000a,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI810000a,link:definitionLink ,"[DI810000a] 주석 - 상각후원가측정금융자산(IFRS9), 보험 - 연결 | Notes - Financial assets at amortised cost(IFRS9), Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1469,dart_2024-06-30_role-DI810000b,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI810000b,link:definitionLink ,"[DI810000b] 주석 - 상각후원가측정금융자산(IFRS9), 보험 - 연결 | Notes - Financial assets at amortised cost(IFRS9), Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1470,dart_2024-06-30_role-DI850200,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200,link:presentationLink link:definitionLink ,"[DI850200] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1471,dart_2024-06-30_role-DI850200a,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200a,link:definitionLink ,"[DI850200a] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1472,dart_2024-06-30_role-DI850200b,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200b,link:definitionLink ,"[DI850200b] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1473,dart_2024-06-30_role-DI850200c,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200c,link:definitionLink ,"[DI850200c] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1474,dart_2024-06-30_role-DI850200d,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200d,link:definitionLink ,"[DI850200d] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1475,dart_2024-06-30_role-DI850200e,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200e,link:definitionLink ,"[DI850200e] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1476,dart_2024-06-30_role-DI850200f,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200f,link:definitionLink ,"[DI850200f] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1477,dart_2024-06-30_role-DI850200g,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200g,link:definitionLink ,"[DI850200g] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1478,dart_2024-06-30_role-DI850200h,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200h,link:definitionLink ,"[DI850200h] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1479,dart_2024-06-30_role-DI850200i,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200i,link:definitionLink ,"[DI850200i] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1480,dart_2024-06-30_role-DI850200j,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200j,link:definitionLink ,"[DI850200j] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1481,dart_2024-06-30_role-DI850200k,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200k,link:definitionLink ,"[DI850200k] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1482,dart_2024-06-30_role-DI850200l,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200l,link:definitionLink ,"[DI850200l] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1483,dart_2024-06-30_role-DI850200m,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200m,link:definitionLink ,"[DI850200m] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1484,dart_2024-06-30_role-DI850200n,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200n,link:definitionLink ,"[DI850200n] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1485,dart_2024-06-30_role-DI850200o,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200o,link:definitionLink ,"[DI850200o] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1486,dart_2024-06-30_role-DI850200p,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200p,link:definitionLink ,"[DI850200p] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1487,dart_2024-06-30_role-DI850200q,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200q,link:definitionLink ,"[DI850200q] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1488,dart_2024-06-30_role-DI850200r,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200r,link:definitionLink ,"[DI850200r] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1489,dart_2024-06-30_role-DI850200s,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200s,link:definitionLink ,"[DI850200s] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1490,dart_2024-06-30_role-DI850200t,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200t,link:definitionLink ,"[DI850200t] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1491,dart_2024-06-30_role-DI850200u,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200u,link:definitionLink ,"[DI850200u] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1492,dart_2024-06-30_role-DI850200v,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200v,link:definitionLink ,"[DI850200v] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1493,dart_2024-06-30_role-DI850200w,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850200w,link:definitionLink ,"[DI850200w] 주석 - 공정가치, 보험 - 연결 | Notes - Fair value, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1494,dart_2024-06-30_role-DI850300,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850300,link:presentationLink link:definitionLink ,"[DI850300] 주석 - 범주별 금융상품, 보험 - 연결 | Notes - Financial instruments by category, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1495,dart_2024-06-30_role-DI850300a,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850300a,link:definitionLink ,"[DI850300a] 주석 - 범주별 금융상품, 보험 - 연결 | Notes - Financial instruments by category, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1496,dart_2024-06-30_role-DI850300b,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850300b,link:definitionLink ,"[DI850300b] 주석 - 범주별 금융상품, 보험 - 연결 | Notes - Financial instruments by category, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1497,dart_2024-06-30_role-DI850300c,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI850300c,link:definitionLink ,"[DI850300c] 주석 - 범주별 금융상품, 보험 - 연결 | Notes - Financial instruments by category, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1498,dart_2024-06-30_role-DI859100,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI859100,link:presentationLink link:definitionLink ,"[DI859100] 주석 - 이익잉여금, 보험 - 연결 | Notes - Disclosure of retained earnings, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1499,dart_2024-06-30_role-DI859100a,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI859100a,link:definitionLink ,"[DI859100a] 주석 - 이익잉여금, 보험 - 연결 | Notes - Disclosure of retained earnings, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1500,dart_2024-06-30_role-DI859100b,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI859100b,link:definitionLink ,"[DI859100b] 주석 - 이익잉여금, 보험 - 연결 | Notes - Disclosure of retained earnings, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1501,dart_2024-06-30_role-DI817100,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817100,link:presentationLink link:definitionLink ,"[DI817100] 주석 - 보험계약 (IFRS 17)/보험계약부채(자산)의 변동, 발행한 보험계약, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Changes in insurance contracts, Insurance Contracts Issued, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1502,dart_2024-06-30_role-DI817100a,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817100a,link:definitionLink ,"[DI817100a] 주석 - 보험계약 (IFRS 17)/보험계약부채(자산)의 변동, 발행한 보험계약, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Changes in insurance contracts, Insurance Contracts Issued, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1503,dart_2024-06-30_role-DI817100b,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817100b,link:definitionLink ,"[DI817100b] 주석 - 보험계약 (IFRS 17)/보험계약부채(자산)의 변동, 발행한 보험계약, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Changes in insurance contracts, Insurance Contracts Issued, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1504,dart_2024-06-30_role-DI817200,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817200,link:presentationLink link:definitionLink ,"[DI817200] 주석 - 보험계약 (IFRS 17)/재보험계약자산(부채)의 변동, 보유 재보험계약, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Changes in reinsurance contracts, Reinsurance Contracts Held, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1505,dart_2024-06-30_role-DI817200a,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817200a,link:definitionLink ,"[DI817200a] 주석 - 보험계약 (IFRS 17)/재보험계약자산(부채)의 변동, 보유 재보험계약, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Changes in reinsurance contracts, Reinsurance Contracts Held, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1506,dart_2024-06-30_role-DI817200b,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817200b,link:definitionLink ,"[DI817200b] 주석 - 보험계약 (IFRS 17)/재보험계약자산(부채)의 변동, 보유 재보험계약, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Changes in reinsurance contracts, Reinsurance Contracts Held, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1507,dart_2024-06-30_role-DI817300,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817300,link:presentationLink link:definitionLink ,"[DI817300] 주석 - 보험계약 (IFRS 17)/보험계약의 정보, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Information of insurance contracts, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1508,dart_2024-06-30_role-DI817300a,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817300a,link:definitionLink ,"[DI817300a] 주석 - 보험계약 (IFRS 17)/보험계약의 정보, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Information of insurance contracts, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1509,dart_2024-06-30_role-DI817300b,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817300b,link:definitionLink ,"[DI817300b] 주석 - 보험계약 (IFRS 17)/보험계약의 정보, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Information of insurance contracts, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1510,dart_2024-06-30_role-DI817300c,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817300c,link:definitionLink ,"[DI817300c] 주석 - 보험계약 (IFRS 17)/보험계약의 정보, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Information of insurance contracts, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1511,dart_2024-06-30_role-DI817300d,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817300d,link:definitionLink ,"[DI817300d] 주석 - 보험계약 (IFRS 17)/보험계약의 정보, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Information of insurance contracts, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1512,dart_2024-06-30_role-DI817300e,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817300e,link:definitionLink ,"[DI817300e] 주석 - 보험계약 (IFRS 17)/보험계약의 정보, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Information of insurance contracts, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1513,dart_2024-06-30_role-DI817300f,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817300f,link:definitionLink ,"[DI817300f] 주석 - 보험계약 (IFRS 17)/보험계약의 정보, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Information of insurance contracts, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1514,dart_2024-06-30_role-DI817300g,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817300g,link:definitionLink ,"[DI817300g] 주석 - 보험계약 (IFRS 17)/보험계약의 정보, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Information of insurance contracts, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1515,dart_2024-06-30_role-DI817300h,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817300h,link:definitionLink ,"[DI817300h] 주석 - 보험계약 (IFRS 17)/보험계약의 정보, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Information of insurance contracts, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1516,dart_2024-06-30_role-DI817400,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817400,link:presentationLink link:definitionLink ,"[DI817400] 주석 - 보험계약 (IFRS 17)/보험서비스결과 분석, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Analysis of insurance service results, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1517,dart_2024-06-30_role-DI817400a,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817400a,link:definitionLink ,"[DI817400a] 주석 - 보험계약 (IFRS 17)/보험서비스결과 분석, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Analysis of insurance service results, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1518,dart_2024-06-30_role-DI817400b,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817400b,link:definitionLink ,"[DI817400b] 주석 - 보험계약 (IFRS 17)/보험서비스결과 분석, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Analysis of insurance service results, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1519,dart_2024-06-30_role-DI817500,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817500,link:presentationLink link:definitionLink ,"[DI817500] 주석 - 보험계약 (IFRS 17)/재보험서비스결과 분석, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Analysis of reinsurance service results, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1520,dart_2024-06-30_role-DI817500a,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817500a,link:definitionLink ,"[DI817500a] 주석 - 보험계약 (IFRS 17)/재보험서비스결과 분석, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Analysis of reinsurance service results, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1521,dart_2024-06-30_role-DI817500b,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817500b,link:definitionLink ,"[DI817500b] 주석 - 보험계약 (IFRS 17)/재보험서비스결과 분석, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Analysis of reinsurance service results, Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
1522,dart_2024-06-30_role-DI817600,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-DI817600,link:presentationLink link:definitionLink ,"[DI817600] 주석 - 보험계약 (IFRS 17)/보험금융수익(비용) 분석, 보험 - 연결 | Notes - Insurance Contracts (IFRS 17)/Analysis of insurance finance income(expenses), Insurance Based - Consolidated",dart_all_2024-06-30.xsd,
